original,predicted
0.3923104080283637,0.40072711976443726
0.39855627666606575,0.4037242353223965
0.40526410672435553,0.40832131482483025
0.4114949522264287,0.4144432425935941
0.4168957694850069,0.42028348656931674
0.42098581815996633,0.4245801033591731
0.4255152935520702,0.4276898924343489
0.4304128357670813,0.43423246800072113
0.43303812871822606,0.4351789255453398
0.4353930052280512,0.4375037557839072
0.435787362538309,0.4383262724595878
0.4380220539631032,0.43998257316267053
0.44034688420167056,0.44124076077158825
0.43882954750315484,0.4385703984135569
0.43680893576107205,0.4387957454479899
0.4350474731085872,0.43740610540231956
0.43262123670452496,0.43454419806502015
0.4281743885583799,0.4302100234360916
0.4222440057688841,0.42359984375938947
0.4140376179316147,0.4146347875728622
0.4059852172345412,0.40616925064599485
0.3979816417282615,0.40005483444504536
0.38971516134847667,0.3915968090859924
0.37976984556216575,0.3822599302926507
0.3706395348837209,0.3731784448049997
0.3617721290787813,0.36456267652184365
0.3538737155219037,0.3576820804038219
0.34653491376720147,0.35018929150892375
0.33891067243555073,0.34300072111051016
0.3315530917613124,0.3372731506520041
0.3251870380385794,0.3307343308695391
0.3193730845502073,0.3248264827834866
0.3151365603028664,0.32085286340965086
0.3125413136229794,0.31803602547923804
0.31066342166937083,0.31608677363139237
0.30959677903972116,0.3151553392224025
0.309213689081185,0.3145469022294333
0.3100850309476594,0.31546706928670154
0.31180517997716484,0.31701069647256774
0.3141901027582477,0.31923036476173305
0.31799846764016587,0.3240640586503215
0.32089793281653745,0.3250818760891773
0.3221298299381047,0.3265165855417343
0.32286971936782644,0.3271813592933117
0.3244584159605793,0.3283719427918995
0.32521332852592993,0.329746559701941
0.3264302025118683,0.33145168559581756
0.3276846343368788,0.33312300943452916
0.3291306111411574,0.33461029986178714
0.330403821885704,0.33582341806381827
0.33174088095667326,0.3371642329186948
0.33258217655188993,0.33838486268854034
0.3337652484826633,0.33939141277567453
0.33563938465236465,0.34169370831079865
0.33810317889549907,0.3438382609218196
0.34071720449492215,0.3473461630911604
0.344416651643531,0.3518981731867075
0.3490625563367586,0.35515819361817197
0.35126720149029506,0.3583693888588426
0.3515977104741302,0.35911678985637885
0.3512897361937384,0.359015383690884
0.3521798569797488,0.359327113755183
0.3537948440598522,0.3600256895619254
0.3548276846343369,0.358497085511688
0.35449717565050176,0.3581778438795745
0.3540840394207079,0.3581740880956673
0.3538887386575326,0.35881257135989425
0.355071810588306,0.35988296977345113
0.35551499308935763,0.36083693888588425
0.35622483624782164,0.3610885764076678
0.3579224505738838,0.36288008533141036
0.36072802115257496,0.3657382368848026
0.3639354606093384,0.3688555375277928
0.3666246018869058,0.3720554654167418
0.3683522624842257,0.3733061414578451
0.36957289225407125,0.3738019049335977
0.3704968150952467,0.37407232137491736
0.37090619554113335,0.3741023676461751
0.3697907277206899,0.37347515173366985
0.36777011597860704,0.36965551950003006
0.36796917252568956,0.37132684333874166
0.36808560182681327,0.3698057508563187
0.3673156661258338,0.3705907096929271
0.3666809386455141,0.3697907277206899
0.36671849648458626,0.37040667628147345
0.36684243735352445,0.37024517757346315
0.36628658133525627,0.36972312361035997
0.3669288203833904,0.3707484526170302
0.3685438074634938,0.37257751937984496
0.3704479899044529,0.37466573523225766
0.3706733369388859,0.37515774292410314
0.37031278168379306,0.3751314524367526
0.3688780722312361,0.37435776095186585
0.3672781082867616,0.37222447569256656
0.3632556637221321,0.368374797187669
0.35957875127696654,0.3644725377080704
0.3558905714800793,0.36054023195721413
0.35284463073132627,0.35731776936482185
0.3496296797067484,0.35448966408268734
0.34729733790036654,0.3517742323177694
0.3461893816477375,0.35186437113154256
0.34502884442040743,0.3502155819962743
0.34336878793341746,0.34917522985397514
0.34209933297277806,0.34839402680127396
0.3412392584580254,0.34815741241511927
0.3403416261042005,0.34690298059010877
0.33958671353884984,0.34579878012138693
0.3383022354425816,0.34641097289826334
0.33749474190252987,0.34534057448470645
0.3361426596959317,0.34169746409470586
0.3341107806021273,0.33978577008593236
0.33241316627606515,0.3403491376720149
0.33109864190853916,0.33915104260561263
0.3292583077940028,0.3375360555255093
0.32754567033231174,0.33575581395348836
0.32612222823147646,0.33491827414217895
0.3258480560062496,0.33408449011477676
0.3266142359233219,0.3347079502433748
0.32736914848867255,0.33533892193978726
0.32846208160567275,0.3361614386154678
0.32925455201009557,0.3375923922841175
0.33067799411093085,0.3387679526470765
0.3324357009795084,0.34054819421909743
0.33246574725076616,0.34097259780061295
0.33212772669911667,0.34067213508803557
0.33269485006910643,0.341284327864912
0.33296151072651886,0.3410552250465717
0.3310648398533742,0.33946652845381886
0.327861156180518,0.3361614386154678
0.3246011357490535,0.3328863950483745
0.3222237245357851,0.33061414578450815
0.32031578631091884,0.32864235923321916
0.3186031488492278,0.3268696292290127
0.3175965987620936,0.3256828015143321
0.31708205636680487,0.3251156781443423
0.31744261162189774,0.32545745447989904
0.3182726398653927,0.32456357790998136
0.31598161168199024,0.32288474250345534
0.31556096388438193,0.322862207800012
0.3154144883120005,0.32175049576347575
0.31690553452316567,0.32319271678384714
0.3193768403341145,0.325491256535064
0.3235870740941049,0.33086202752238447
0.32738417162430145,0.33250330508983833
0.33090334114536385,0.3360900787212307
0.33396806081365304,0.3397294333273241
0.33781398353464337,0.34345517096328343
0.3410927828856439,0.34736494201069645
0.3439208881677784,0.3498550267411814
0.34582507060873746,0.3517592091821405
0.34747010396009853,0.3519469983775014
0.34977615527912986,0.35372723994952227
0.35186061534763535,0.35578165374677
0.3526756204555015,0.3572877230935641
0.3542192476413677,0.35848957394387354
0.35635628868457425,0.3605364761733069
0.359154347695451,0.3630904092302145
0.3617082807523586,0.36610630370770986
0.3636274863289466,0.3683560182681329
0.3654715762273902,0.3703202932516075
0.3666884502133285,0.3721268253109789
0.3671616789856379,0.3731408869659275
0.36766495402920496,0.3735540231957214
0.3677550928429782,0.37424508743464935
0.3688818280151433,0.3751201850850309
0.3697306351781744,0.37561970434469083
0.3698883781022775,0.3760516194940208
0.3698883781022775,0.3742788894898143
0.369550357550628,0.372889249444144
0.3695428459828135,0.37204795384892736
0.3693099873805661,0.371713689081185
0.36926491797367944,0.37137566852953546
0.36998602848386514,0.37216438315005107
0.37137566852953546,0.3721944294213088
0.3726526350579893,0.37531548584820623
0.3735577789796286,0.37593519019289706
0.3716986659455562,0.3749323958896701
0.36987711075055585,0.37377937023015445
0.3679316146866174,0.37165359653866953
0.36623024457664805,0.3694940207920197
0.36383405444384354,0.3680067303647617
0.3609721471065441,0.3679353704705246
0.3585947358932756,0.3654715762273902
0.35640886965927526,0.3639880415840394
0.354500931434409,0.3647654888528334
0.35322396490595515,0.36078060212727603
0.3505723814674599,0.3578360675440178
0.3484052941529956,0.35451219878613066
0.34685415539931497,0.35545865633074936
0.34639970554654165,0.35514692626645034
0.3455283636800673,0.35609338381106903
0.34424388558379904,0.35383991346673876
0.3424523766600565,0.3484879213989544
0.3399284898744066,0.3453480860525209
0.3372243254612103,0.34263641007151013
0.33337840274021996,0.3392562045550147
0.3308169581154979,0.3360036956913647
0.32886395048374495,0.33371642329186946
0.3269297217715281,0.33197749534282794
0.32600955471425996,0.3309596779039721
0.3251269454960639,0.33030617150411634
0.3252696652845382,0.33269485006910643
0.32563773210744545,0.3329239528874467
0.32503680668229074,0.3307005288143741
0.32506309716964127,0.33232678324619913
0.3248903311099093,0.3324845261703023
0.3239551409170122,0.3296902229433327
0.32444714860885765,0.3303925545339823
0.32588185806141456,0.33180472928309596
0.3278836908839613,0.33391172405504477
0.33024983474550806,0.3360712998016946
0.33230424854275586,0.33976323538248904
0.33307794002764257,0.3407059371432005
0.33336337960459106,0.3391172405504477
0.33364881918153955,0.3408674358512109
0.33292019710353943,0.3403904512949943
0.33059912264887925,0.3385538729643651
0.32876630010215735,0.336458145544138
0.32797382969773453,0.33401313022053963
0.3284095006309717,0.3347567754341686
0.33004702241451833,0.3362628447809627
0.33223664443242595,0.338050597920798
0.3339793281653747,0.3417049756625203
0.33518117901568417,0.3435490655609639
0.33574830238567394,0.34420257196081966
0.3366158884682411,0.34473964905955173
0.3354140376179316,0.3440335616849949
0.33593233579712756,0.3423284357911183
0.337738867856499,0.3441161889309537
0.3400975001502314,0.3461368006730365
0.34240355146926266,0.35095547142599604
0.3429819421909741,0.3526868878072231
0.3438007030827474,0.3530399314945015
0.3453743765398714,0.3524314945015324
0.3481423892794904,0.35499669491016167
0.35148879274082084,0.3585421549185746
0.35420798028964606,0.361437864311039
0.35732528093263627,0.3646490595517096
0.36028483865152333,0.36694384351901926
0.3617758848626885,0.3676912445165555
0.3624969953728742,0.36808935761072054
0.3621214169821525,0.36814569436932876
0.3617646175109669,0.36792410311880297
0.3596125533321315,0.3661513731145965
0.3565177873925846,0.3627974580854516
0.35402394687819244,0.3602510365963584
0.35271317829457366,0.3590041163391623
0.35264557418424375,0.3592519980770386
0.3512747130581095,0.3579374737095127
0.3494794483504597,0.35611591851451235
0.34742503455321194,0.3542643170482543
0.34594149990986117,0.3533366384231717
0.3446570218135929,0.3521911243314705
0.3443039781263145,0.3514775253890992
0.3438720629769846,0.3508127516375218
0.3433349858782525,0.3499076077158825
0.3422420527612523,0.34773676461751096
0.33941394747911785,0.34555840995132503
0.3361952406706328,0.34270401418184004
0.3325971996875188,0.3394252148308395
0.32936346974340486,0.3383660837690043
0.3267607114957034,0.33546661859263266
0.3235720509584761,0.3328563487771168
0.3215965086232799,0.3304526470764978
0.3201843338741662,0.3292245057388378
0.3191514932996815,0.33037377561444625
0.3191064238927949,0.327861156180518
0.31970359353404243,0.3282780481942191
0.32074018989243436,0.32843954690222943
0.32247911784147587,0.33006580133405444
0.3246537167237546,0.33139910462111655
0.3260809146084971,0.33175965987620937
0.3260809146084971,0.331372814133766
0.3259494621717445,0.3311775133705907
0.32474385553752777,0.33096718947178655
0.324296917252569,0.3311700018027763
0.3255363259419506,0.3326047112553332
0.32798134126554895,0.3356018268132925
0.32894657772970376,0.3369839552911484
0.3295024337479719,0.33765999639444744
0.3303437293431885,0.33946652845381886
0.33265353644612705,0.34126179316146865
0.33394928189411693,0.34257631752899464
0.3343398834204675,0.3430307673817679
0.33408824589868397,0.342478667147407
0.3338178294573643,0.34266270055886067
0.3335774592873024,0.342651433207139
0.3331004747310859,0.34216693708310797
0.33311549786671474,0.34012754642148907
0.33420091941590047,0.3407397391983655
0.33649570338321017,0.34312090619554114
0.3393613665044168,0.3466062736614386
0.34239603990144823,0.34987756144462473
0.3451903431284178,0.352442761853254
0.34731611681990265,0.353809867195481
0.3494118442401298,0.35574785169160505
0.3506888107685836,0.35700979508443004
0.3500465717204495,0.3563788233880176
0.34897992909079983,0.35562766660657413
0.34964845862628446,0.3565478336638423
0.34907006790457307,0.3558229673697494
0.3482888648518719,0.35484646355387295
0.3475189291508924,0.3542793401838832
0.3457274202271498,0.35305119884622316
0.34424764136770625,0.3517216513430683
0.3430720810047473,0.35005408328826393
0.3420167057268193,0.34878838411153174
0.34013130220539634,0.34755648698996455
0.3393763896400457,0.3462119163511808
0.3385951865873445,0.3446945796526651
0.3374158704404783,0.343759389459768
0.3356957214109729,0.34228336638423174
0.33478682170542634,0.3413143741361697
0.3346516134847665,0.34120921218676764
0.33503845922720993,0.34433026861366506
0.33610134607295233,0.3452654588065621
0.3367924103118803,0.3440974100114176
0.3376299501231897,0.3451715642088817
0.33832477014602486,0.34546827113755185
0.33936887807223126,0.345851361096088
0.34024397572261283,0.34580629168920135
0.3396806081365303,0.3455546541674178
0.33856889609999397,0.3444804999699537
0.3378440298059011,0.3435077519379845
0.33779520461510726,0.3433162069587164
0.33852007090920017,0.3445293251607475
0.33941019169521064,0.34564854876509826
0.34147587284418,0.34808229673697494
0.34380445886665467,0.35148503695691363
0.3476128237485728,0.35419295715401716
0.35065876449732586,0.35699477194880114
0.353152605011718,0.3595674839252449
0.3544783967309657,0.36137777176852354
0.35497040442281114,0.3619373835706989
0.3561346974340484,0.3629476894417403
0.3566342166937083,0.3633871161588847
0.3570924223303888,0.36357866113815274
0.3562511267351722,0.3629589567934619
0.3548314404182441,0.3601608977825852
0.3539788774713058,0.359154347695451
0.3536821705426357,0.35910927828856437
0.35390376179316146,0.3595111471666366
0.3552483324319452,0.3619899645453999
0.35605582597199686,0.36245943753380205
0.3562098131121928,0.3625458205636681
0.35515443783426476,0.36258337840274024
0.35460984916771826,0.3623805660717505
0.35412159725978004,0.36133270236163695
0.352303797848687,0.36067544017787395
0.34928414758728443,0.3560370470524608
0.34678279550507785,0.35318265128297577
0.3444091400757166,0.35131978246499607
0.3425049576347575,0.3495432966768824
0.34126554894537586,0.34863064118742865
0.339797037437654,0.34670016825911903
0.33724686016465355,0.34342512469202574
0.335628117300643,0.3412355026741181
0.3345126494801995,0.33977074695030346
0.33450138212847785,0.3394552611020972
0.3347530196502614,0.33987590889970554
0.3356506520040863,0.3414007571660357
0.3378966107806021,0.3441462352022114
0.33915479838951984,0.34556592151913945
0.34053317108346853,0.3466212967970675
0.3398007932215612,0.3461368006730365
0.339192356228592,0.3457236644432426
0.3399284898744066,0.3455246078961601
0.34061955411333456,0.3481123430082327
0.33994351301003545,0.345194098912325
0.3378890992127877,0.3440373174689021
0.3364619013280452,0.3431133946277267
0.3353051198846223,0.34244862087614925
0.33484691424794183,0.34180638182801515
0.3357445466017667,0.3415134306832522
0.3358497085511688,0.341250525809747
0.33533516615588005,0.34066086773631393
0.33419340784808604,0.3390834384952827
0.3328037678024157,0.33777266991166394
0.3327549426116219,0.3377576467760351
0.3330478937563848,0.33851255934138574
0.333517366744787,0.33928249504236524
0.33378402740219937,0.3392674719067364
0.3339943513010035,0.339312541313623
0.3339229914067664,0.3387454179436332
0.3327812330989724,0.33787783186106607
0.33192867015203414,0.33693888588426174
0.3305840995132504,0.33607881136950907
0.32960383991346676,0.335196202151313
0.329434829637642,0.3349896340364161
0.3290329607595697,0.3344450453698696
0.32837945435971394,0.3339305029745809
0.32815786310918815,0.333690132804519
0.32803392224024996,0.333915479838952
0.3288564389159305,0.3343398834204675
0.3303399735592813,0.33726188330028245
0.33156811489694127,0.3385951865873445
0.33312676521843637,0.3378064719668289
0.3351248422570759,0.33974821224686014
0.33535394507541616,0.34317724295414936
0.3347567754341686,0.3402214410191695
0.33443377801814794,0.3401538369088396
0.3338103178895499,0.3399134667387777
0.3336751096688901,0.3398683973318911
0.33384411994471486,0.33971816597560245
0.3355680247581275,0.3409312841776336
0.33741962622438554,0.3426063638002524
0.3394477495342828,0.3442326182320774
0.3406909140075717,0.3455696773030467
0.3424335977405204,0.34748888287963464
0.3430420347334896,0.3493217054263566
0.3435039961540773,0.3514700138212848
0.3449499729583559,0.35306246619794485
0.34780061294393366,0.353843669250646
0.35163526831320235,0.358842617631152
0.35592437353524425,0.3621401959016886
0.3596087975482243,0.3651936482182561
0.36109608797548226,0.3655016224986479
0.36210639384652366,0.3670565170362358
0.3631392344210084,0.3679954630130401
0.3646227690643591,0.3695353344149991
0.3671015864431224,0.37161228291569015
0.3700461210263806,0.3745342827955051
0.37318220058890694,0.37762153716723756
0.3759013881377321,0.3807050357550628
0.3784102517877531,0.38377351120725917
0.3814299020491557,0.38688330028243495
0.3839988582416922,0.3896024878312601
0.38586548284357913,0.3920137010996935
0.3871574725076618,0.39291884502133284
0.3881677783787032,0.392903821885704
0.3890879454359714,0.3937901868878072
0.38938465236464154,0.3936286881797969
0.38915930533020854,0.3933244696833123
0.3886522745027342,0.3927197884742503
0.3873978426777237,0.3898503695691365
0.38544483504597077,0.3873978426777237
0.38376599963944474,0.3864288504296617
0.3828946577729704,0.38740911002944534
0.3826054624121147,0.38652274502734213
0.3824589868397332,0.38448335436572323
